ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_Season,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,AdditionalComments,ChannelType,SiteNumber,tbl_ShinerSubstrate_Season,Muck,Detritus,Silt,Sand,Pea_gravel,Coarse_gravel,Cobble,Boulder,Bedrock,Hardpan_shale
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/5/2017 0:00:00,,main,1,2017,1,2,3,2,3,4,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/5/2017 0:00:00,,main,2,2017,2,2,3,2,3,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/5/2017 0:00:00,,main,3,2017,4,2,3,2,3,3,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/5/2017 0:00:00,,main,4,2017,1,1,3,2,5,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,,main,1,2018,3,3,3,3,3,4,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,,main,2,2018,2,3,2,2,3,4,4,4,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,,main,3,2018,5,3,4,3,4,2,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,,main,4,2018,4,3,3,3,4,4,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep11,2019,9/11/2019 0:00:00,9/11/2019 0:00:00,,main,1,2019,2,2,3,2,3,4,4,3,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep11,2019,9/11/2019 0:00:00,9/11/2019 0:00:00,,main,2,2019,2,3,2,3,3,4,4,3,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep11,2019,9/11/2019 0:00:00,9/11/2019 0:00:00,,main,3,2019,4,3,3,2,3,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep11,2019,9/11/2019 0:00:00,9/11/2019 0:00:00,,main,4,2019,3,3,2,2,4,5,3,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep08,2021,9/8/2021 0:00:00,9/8/2021 0:00:00,Streams low. Rained ~5 inches 4 days prior to sampling. Suspect streams much lower 4 days previous.,main,1,2021,2,2,0,2,3,3,4,4,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep08,2021,9/8/2021 0:00:00,9/8/2021 0:00:00,Streams low. Rained ~5 inches 4 days prior to sampling. Suspect streams much lower 4 days previous.,main,2,2021,2,2,2,2,3,3,4,4,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep08,2021,9/8/2021 0:00:00,9/8/2021 0:00:00,Streams low. Rained ~5 inches 4 days prior to sampling. Suspect streams much lower 4 days previous.,main,3,2021,4,2,3,4,3,3,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep08,2021,9/8/2021 0:00:00,9/8/2021 0:00:00,Streams low. Rained ~5 inches 4 days prior to sampling. Suspect streams much lower 4 days previous.,main,4,2021,2,2,2,3,3,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/17/2022 0:00:00,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/16/2022 0:00:00,Water levels very low at 23 Middle site,main,1,2022,2,2,2,3,3,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/17/2022 0:00:00,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/16/2022 0:00:00,Water levels very low at 23 Middle site,main,2,2022,3,2,2,2,2,4,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,23,mainstem,Pasture Name: Windmill,Creek 23 - Middle,,Chase,,TAPRMID23,,,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/17/2022 0:00:00,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/16/2022 0:00:00,Water levels very low at 23 Middle site,main,3,2022,5,3,2,2,3,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,,main,1,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,,main,2,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,,main,3,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,,main,4,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,,main,5,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct04,2002,10/4/2002 0:00:00,10/4/2002 0:00:00,,main,1,2002,0,1,5,1,1,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct04,2002,10/4/2002 0:00:00,10/4/2002 0:00:00,,main,2,2002,0,1,5,1,1,3,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct04,2002,10/4/2002 0:00:00,10/4/2002 0:00:00,,main,3,2002,0,1,6,0,1,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct04,2002,10/4/2002 0:00:00,10/4/2002 0:00:00,,main,4,2002,0,1,6,1,1,2,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct04,2002,10/4/2002 0:00:00,10/4/2002 0:00:00,,main,5,2002,0,1,5,1,2,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,,main,1,2003,5,2,3,0,2,2,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,,main,2,2003,6,2,3,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,,main,3,2003,6,2,3,0,1,1,1,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,,main,4,2003,4,2,3,0,1,0,3,0,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,,main,5,2003,4,2,3,0,1,0,3,0,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct06,2004,10/6/2004 0:00:00,10/6/2004 0:00:00,,main,1,2004,4,3,3,0,2,2,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct06,2004,10/6/2004 0:00:00,10/6/2004 0:00:00,,main,2,2004,2,1,3,0,1,1,1,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct06,2004,10/6/2004 0:00:00,10/6/2004 0:00:00,,main,3,2004,2,2,2,2,3,3,1,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct06,2004,10/6/2004 0:00:00,10/6/2004 0:00:00,,main,4,2004,4,2,3,0,1,1,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct06,2004,10/6/2004 0:00:00,10/6/2004 0:00:00,,main,5,2004,4,2,3,0,2,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,,main,1,2005,0,2,4,1,2,2,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,,main,2,2005,0,2,6,1,2,2,1,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,,main,3,2005,0,2,6,1,1,1,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,,main,4,2005,0,2,6,1,1,1,0,0,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,,main,5,2005,0,2,4,1,2,2,2,0,2,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep12,2007,9/12/2007 0:00:00,9/12/2007 0:00:00,,main,1,2007,6,0,0,0,0,0,0,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep12,2007,9/12/2007 0:00:00,9/12/2007 0:00:00,,main,2,2007,6,0,0,2,3,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep12,2007,9/12/2007 0:00:00,9/12/2007 0:00:00,,main,3,2007,2,0,0,2,4,4,3,3,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep12,2007,9/12/2007 0:00:00,9/12/2007 0:00:00,,main,4,2007,3,0,0,2,4,3,2,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep10,2008,9/10/2008 0:00:00,9/10/2008 0:00:00,,main,1,2008,4,0,2,3,3,3,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep10,2008,9/10/2008 0:00:00,9/10/2008 0:00:00,,main,2,2008,3,0,2,0,3,3,5,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep10,2008,9/10/2008 0:00:00,9/10/2008 0:00:00,,main,3,2008,0,0,0,2,3,2,0,0,0,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep10,2008,9/10/2008 0:00:00,9/10/2008 0:00:00,,main,4,2008,4,0,0,0,0,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,,main,1,2009,0,2,6,3,0,2,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,,main,2,2009,0,0,4,3,3,3,4,0,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,,main,3,2009,0,0,0,3,3,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,,main,4,2009,0,0,2,3,3,4,4,3,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep11,2009,9/11/2009 0:00:00,9/11/2009 0:00:00,,main,5,2009,0,0,3,3,3,0,0,0,0,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,,main,1,2015,3,2,6,3,3,3,2,0,0,-999
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,,main,2,2015,3,2,6,3,3,2,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,,main,3,2015,3,2,6,3,2,2,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,,main,4,2015,3,2,6,2,2,-999,2,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug31,2015,8/31/2015 0:00:00,8/31/2015 0:00:00,,main,5,2015,3,2,4,2,4,2,3,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,,main,1,2018,5,3,4,3,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,,main,2,2018,5,3,4,3,0,0,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,,main,3,2018,4,3,4,3,3,3,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,,main,4,2018,5,3,4,0,2,2,0,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,24,mainstem,Pasture Name: Crusher Hill,Creek 24 - Lower,,Chase,,TAPRLOW24,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep05,2018,9/5/2018 0:00:00,9/5/2018 0:00:00,,main,5,2018,5,3,4,3,3,2,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,24,mainstem,Pasture Name: Red House,Creek 24 - Middle,,Chase,,TAPRMID24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,,main,1,2001,5,0,0,0,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,24,mainstem,Pasture Name: Red House,Creek 24 - Middle,,Chase,,TAPRMID24,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug29,2001,8/29/2001 0:00:00,8/29/2001 0:00:00,,main,2,2001,0,0,5,0,0,0,0,0,0,0
