ParkUnit,Plot,SubPlot,EventDate,TaxonCode,Family,CommonName,ScientificName,DBHClass,TreeCount
Pea Ridge,PERI13,1,2016-05-24 00:00:00.000,SNAG,Snag,snag,Snag,> 38.0 cm,1
Pea Ridge,PERI13,1,2021-05-20 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,2.6 - 8.0 cm,1
Pea Ridge,PERI13,1,2021-05-20 00:00:00.000,CORNU,Cornaceae,dogwood,Cornus spp,2.6 - 8.0 cm,1
Pea Ridge,PERI13,1,2021-05-20 00:00:00.000,FRAXI,Oleaceae,ash,Fraxinus spp,< 1.0 cm,1
Pea Ridge,PERI13,1,2021-05-20 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,> 38.0 cm,1
Pea Ridge,PERI13,1,2021-05-20 00:00:00.000,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Pea Ridge,PERI13,1,2021-05-20 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,15.1 - 23.0 cm,1
Pea Ridge,PERI14,1,2008-05-14 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Pea Ridge,PERI14,1,2012-05-21 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,15.1 - 23.0 cm,1
Pea Ridge,PERI14,1,2012-05-21 00:00:00.000,NYSY,Cornaceae,blackgum,Nyssa sylvatica,1.1 - 2.5 cm,1
Pea Ridge,PERI14,1,2012-05-21 00:00:00.000,RHCO,Anacardiaceae,winged sumac,Rhus copallinum,< 1.0 cm,1
Pea Ridge,PERI14,1,2012-05-21 00:00:00.000,SNAG,Snag,snag,Snag,< 1.0 cm,3
Pea Ridge,PERI14,1,2016-05-23 00:00:00.000,PRAM,Rosaceae,American plum,Prunus americana,< 1.0 cm,7
Pea Ridge,PERI15,1,2008-05-14 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,8.1 - 15.0 cm,1
Pea Ridge,PERI15,1,2008-05-14 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,15.1 - 23.0 cm,2
Pea Ridge,PERI15,1,2008-05-14 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,23.1 - 38.0 cm,1
Pea Ridge,PERI15,1,2008-05-14 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Pea Ridge,PERI15,1,2008-05-14 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,2
Pea Ridge,PERI15,1,2008-05-14 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,4
Pea Ridge,PERI15,1,2008-05-14 00:00:00.000,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Pea Ridge,PERI15,1,2012-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,23.1 - 38.0 cm,1
Pea Ridge,PERI15,1,2012-05-18 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Pea Ridge,PERI15,1,2012-05-18 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,4
Pea Ridge,PERI15,1,2016-05-21 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,15.1 - 23.0 cm,2
Pea Ridge,PERI15,1,2016-05-21 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,23.1 - 38.0 cm,1
Pea Ridge,PERI15,1,2016-05-21 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,23.1 - 38.0 cm,2
Pea Ridge,PERI15,1,2016-05-21 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,3
Pea Ridge,PERI15,1,2021-05-17 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,15.1 - 23.0 cm,1
Pea Ridge,PERI15,1,2021-05-17 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,23.1 - 38.0 cm,2
Pea Ridge,PERI15,1,2021-05-17 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,1
Pea Ridge,PERI16,1,2008-05-14 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,2.6 - 8.0 cm,2
Pea Ridge,PERI16,1,2008-05-14 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,8.1 - 15.0 cm,1
Pea Ridge,PERI16,1,2008-05-14 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,2.6 - 8.0 cm,1
Pea Ridge,PERI16,1,2008-05-14 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,2.6 - 8.0 cm,1
Pea Ridge,PERI16,1,2008-05-14 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,8.1 - 15.0 cm,1
Pea Ridge,PERI16,1,2008-05-14 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,8.1 - 15.0 cm,1
Pea Ridge,PERI16,1,2008-05-14 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,15.1 - 23.0 cm,1
Pea Ridge,PERI16,1,2008-05-14 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,> 38.0 cm,1
Pea Ridge,PERI16,1,2012-05-18 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,2.6 - 8.0 cm,1
Pea Ridge,PERI16,1,2012-05-18 00:00:00.000,NYSY,Cornaceae,blackgum,Nyssa sylvatica,2.6 - 8.0 cm,1
Pea Ridge,PERI16,1,2012-05-18 00:00:00.000,QUSH,Fagaceae,Shumard's oak,Quercus shumardii,8.1 - 15.0 cm,1
Pea Ridge,PERI16,1,2012-05-18 00:00:00.000,SNAG,Snag,snag,Snag,> 38.0 cm,1
Pea Ridge,PERI16,1,2016-05-17 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,8.1 - 15.0 cm,1
Pea Ridge,PERI16,1,2016-05-17 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,8.1 - 15.0 cm,1
Pea Ridge,PERI16,1,2016-05-17 00:00:00.000,NYSY,Cornaceae,blackgum,Nyssa sylvatica,2.6 - 8.0 cm,1
Pea Ridge,PERI16,1,2016-05-17 00:00:00.000,NYSY,Cornaceae,blackgum,Nyssa sylvatica,8.1 - 15.0 cm,1
Pea Ridge,PERI16,1,2016-05-17 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,15.1 - 23.0 cm,1
Pea Ridge,PERI16,1,2016-05-17 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,23.1 - 38.0 cm,1
Pea Ridge,PERI16,1,2016-05-17 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,1
Pea Ridge,PERI16,1,2021-05-19 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,2.6 - 8.0 cm,2
Pea Ridge,PERI16,1,2021-05-19 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,8.1 - 15.0 cm,2
Pea Ridge,PERI16,1,2021-05-19 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,15.1 - 23.0 cm,1
Pea Ridge,PERI16,1,2021-05-19 00:00:00.000,CORNU,Cornaceae,dogwood,Cornus spp,2.6 - 8.0 cm,1
Pea Ridge,PERI16,1,2021-05-19 00:00:00.000,DIOSP,Ebenaceae,persimmons,Diospyros,1.1 - 2.5 cm,1
Pea Ridge,PERI16,1,2021-05-19 00:00:00.000,DIOSP,Ebenaceae,persimmons,Diospyros,2.6 - 8.0 cm,1
Pea Ridge,PERI16,1,2021-05-19 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,8.1 - 15.0 cm,1
Pea Ridge,PERI16,1,2021-05-19 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,1
Pea Ridge,PERI17,1,2008-05-14 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,2.6 - 8.0 cm,1
Pea Ridge,PERI17,1,2008-05-14 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,2.6 - 8.0 cm,1
Pea Ridge,PERI17,1,2008-05-14 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,8.1 - 15.0 cm,1
Pea Ridge,PERI17,1,2008-05-14 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,15.1 - 23.0 cm,1
Pea Ridge,PERI17,1,2012-05-23 00:00:00.000,CATE9,Juglandaceae,black hickory,Carya texana,1.1 - 2.5 cm,1
Pea Ridge,PERI17,1,2012-05-23 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,2.6 - 8.0 cm,2
Pea Ridge,PERI17,1,2012-05-23 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,8.1 - 15.0 cm,1
Pea Ridge,PERI17,1,2012-05-23 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,8.1 - 15.0 cm,1
Pea Ridge,PERI17,1,2012-05-23 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,15.1 - 23.0 cm,2
Pea Ridge,PERI17,1,2016-05-17 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,15.1 - 23.0 cm,1
Pea Ridge,PERI17,1,2016-05-17 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,23.1 - 38.0 cm,1
Pea Ridge,PERI18,1,2008-05-18 00:00:00.000,CATE9,Juglandaceae,black hickory,Carya texana,8.1 - 15.0 cm,1
Pea Ridge,PERI18,1,2008-05-18 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,2.6 - 8.0 cm,2
Pea Ridge,PERI18,1,2008-05-18 00:00:00.000,QUAL,Fagaceae,white oak,Quercus alba,2.6 - 8.0 cm,2
Pea Ridge,PERI18,1,2008-05-18 00:00:00.000,QUMA3,Fagaceae,blackjack oak,Quercus marilandica,8.1 - 15.0 cm,1
Pea Ridge,PERI18,1,2008-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,2.6 - 8.0 cm,3
Pea Ridge,PERI18,1,2008-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,8.1 - 15.0 cm,2
Pea Ridge,PERI18,1,2008-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,15.1 - 23.0 cm,1
Pea Ridge,PERI18,1,2008-05-18 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,2
Pea Ridge,PERI18,1,2012-05-23 00:00:00.000,CATE9,Juglandaceae,black hickory,Carya texana,8.1 - 15.0 cm,1
Pea Ridge,PERI18,1,2012-05-23 00:00:00.000,QUAL,Fagaceae,white oak,Quercus alba,2.6 - 8.0 cm,1
Pea Ridge,PERI18,1,2012-05-23 00:00:00.000,QUMA3,Fagaceae,blackjack oak,Quercus marilandica,2.6 - 8.0 cm,1
Pea Ridge,PERI18,1,2012-05-23 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,2.6 - 8.0 cm,2
Pea Ridge,PERI18,1,2012-05-23 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,8.1 - 15.0 cm,2
Pea Ridge,PERI18,1,2012-05-23 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,15.1 - 23.0 cm,1
Pea Ridge,PERI18,1,2012-05-23 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,23.1 - 38.0 cm,1
Pea Ridge,PERI18,1,2012-05-23 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,2
Pea Ridge,PERI18,1,2016-05-17 00:00:00.000,AMAR3,Rosaceae,common serviceberry,Amelanchier arborea,8.1 - 15.0 cm,1
Pea Ridge,PERI18,1,2016-05-17 00:00:00.000,CATE9,Juglandaceae,black hickory,Carya texana,2.6 - 8.0 cm,1
Pea Ridge,PERI18,1,2016-05-17 00:00:00.000,CATE9,Juglandaceae,black hickory,Carya texana,8.1 - 15.0 cm,1
Pea Ridge,PERI18,1,2016-05-17 00:00:00.000,CATE9,Juglandaceae,black hickory,Carya texana,15.1 - 23.0 cm,1
Pea Ridge,PERI18,1,2016-05-17 00:00:00.000,QUAL,Fagaceae,white oak,Quercus alba,2.6 - 8.0 cm,1
Pea Ridge,PERI18,1,2016-05-17 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,2.6 - 8.0 cm,1
Pea Ridge,PERI18,1,2016-05-17 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Pea Ridge,PERI18,1,2016-05-17 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,1
Pea Ridge,PERI18,1,2021-05-17 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,15.1 - 23.0 cm,1
Pea Ridge,PERI18,1,2021-05-17 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,2.6 - 8.0 cm,1
Pea Ridge,PERI18,1,2021-05-17 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,8.1 - 15.0 cm,2
Pea Ridge,PERI18,1,2021-05-17 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,15.1 - 23.0 cm,1
Pea Ridge,PERI18,1,2021-05-17 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,23.1 - 38.0 cm,1
Pea Ridge,PERI18,1,2021-05-17 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,2
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,1.1 - 2.5 cm,2
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,2.6 - 8.0 cm,4
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,CAOV,Juglandaceae,hickory spp,NULL,2.6 - 8.0 cm,6
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,CAOV,Juglandaceae,hickory spp,NULL,8.1 - 15.0 cm,1
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,1
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,QUMU,Fagaceae,chinkapin oak,Quercus muehlenbergii,15.1 - 23.0 cm,1
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,QURU,Fagaceae,northern red oak,Quercus rubra,23.1 - 38.0 cm,1
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,23.1 - 38.0 cm,1
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,SNAG,Snag,snag,Snag,1.1 - 2.5 cm,1
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Pea Ridge,PERI19,1,2008-05-18 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
Pea Ridge,PERI19,1,2012-05-23 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,2.6 - 8.0 cm,2
Pea Ridge,PERI19,1,2012-05-23 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,2.6 - 8.0 cm,1
Pea Ridge,PERI19,1,2012-05-23 00:00:00.000,FRAM2,Oleaceae,white ash,Fraxinus americana,8.1 - 15.0 cm,1
Pea Ridge,PERI19,1,2012-05-23 00:00:00.000,QURU,Fagaceae,northern red oak,Quercus rubra,23.1 - 38.0 cm,1
Pea Ridge,PERI19,1,2012-05-23 00:00:00.000,QURU,Fagaceae,northern red oak,Quercus rubra,> 38.0 cm,1
Pea Ridge,PERI19,1,2012-05-23 00:00:00.000,SNAG,Snag,snag,Snag,1.1 - 2.5 cm,1
Pea Ridge,PERI19,1,2012-05-23 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Pea Ridge,PERI19,1,2012-05-23 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,1
Pea Ridge,PERI19,1,2012-05-23 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,8.1 - 15.0 cm,2
Pea Ridge,PERI19,1,2016-05-17 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,< 1.0 cm,1
Pea Ridge,PERI19,1,2016-05-17 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,2.6 - 8.0 cm,2
Pea Ridge,PERI19,1,2016-05-17 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,8.1 - 15.0 cm,2
Pea Ridge,PERI19,1,2016-05-17 00:00:00.000,SNAG,Snag,snag,Snag,> 38.0 cm,1
Pea Ridge,PERI19,1,2021-05-22 00:00:00.000,ACER,Aceraceae,maple spp,Acer spp,1.1 - 2.5 cm,2
Pea Ridge,PERI19,1,2021-05-22 00:00:00.000,ACER,Aceraceae,maple spp,Acer spp,2.6 - 8.0 cm,4
Pea Ridge,PERI19,1,2021-05-22 00:00:00.000,ACER,Aceraceae,maple spp,Acer spp,8.1 - 15.0 cm,1
Pea Ridge,PERI19,1,2021-05-22 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,8.1 - 15.0 cm,3
Pea Ridge,PERI19,1,2021-05-22 00:00:00.000,CELTI,Ulmaceae,hackberry,Celtis spp,1.1 - 2.5 cm,2
Pea Ridge,PERI19,1,2021-05-22 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,23.1 - 38.0 cm,2
Pea Ridge,PERI19,1,2021-05-22 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Pea Ridge,PERI2,1,2008-05-14 00:00:00.000,QUMA3,Fagaceae,blackjack oak,Quercus marilandica,2.6 - 8.0 cm,1
Pea Ridge,PERI2,1,2008-05-14 00:00:00.000,QUMA3,Fagaceae,blackjack oak,Quercus marilandica,8.1 - 15.0 cm,1
Pea Ridge,PERI2,1,2008-05-14 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,> 38.0 cm,1
Pea Ridge,PERI2,1,2008-05-14 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Pea Ridge,PERI2,1,2012-05-18 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,2.6 - 8.0 cm,1
Pea Ridge,PERI2,1,2012-05-18 00:00:00.000,QURU,Fagaceae,northern red oak,Quercus rubra,15.1 - 23.0 cm,1
Pea Ridge,PERI2,1,2012-05-18 00:00:00.000,QURU,Fagaceae,northern red oak,Quercus rubra,23.1 - 38.0 cm,1
Pea Ridge,PERI2,1,2012-05-18 00:00:00.000,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,2
Pea Ridge,PERI2,1,2016-05-17 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,8.1 - 15.0 cm,1
Pea Ridge,PERI2,1,2016-05-17 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,23.1 - 38.0 cm,1
Pea Ridge,PERI2,1,2016-05-17 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,2.6 - 8.0 cm,1
Pea Ridge,PERI2,1,2016-05-17 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,23.1 - 38.0 cm,1
Pea Ridge,PERI2,1,2016-05-17 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,> 38.0 cm,1
Pea Ridge,PERI2,1,2021-05-17 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,2.6 - 8.0 cm,1
Pea Ridge,PERI2,1,2021-05-17 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,1
Pea Ridge,PERI20,1,2008-05-17 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,23.1 - 38.0 cm,1
Pea Ridge,PERI20,1,2008-05-17 00:00:00.000,PRAM,Rosaceae,American plum,Prunus americana,2.6 - 8.0 cm,2
Pea Ridge,PERI20,1,2012-05-22 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,2.6 - 8.0 cm,1
Pea Ridge,PERI20,1,2012-05-22 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,8.1 - 15.0 cm,1
Pea Ridge,PERI20,1,2012-05-22 00:00:00.000,NYSY,Cornaceae,blackgum,Nyssa sylvatica,< 1.0 cm,1
Pea Ridge,PERI20,1,2012-05-22 00:00:00.000,NYSY,Cornaceae,blackgum,Nyssa sylvatica,> 38.0 cm,1
Pea Ridge,PERI20,1,2012-05-22 00:00:00.000,SAAL5,Lauraceae,sassafras,Sassafras albidum,1.1 - 2.5 cm,2
Pea Ridge,PERI20,1,2016-05-24 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,15.1 - 23.0 cm,1
Pea Ridge,PERI20,1,2016-05-24 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,23.1 - 38.0 cm,1
Pea Ridge,PERI20,1,2016-05-24 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,23.1 - 38.0 cm,1
Pea Ridge,PERI20,1,2021-05-20 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,23.1 - 38.0 cm,1
Pea Ridge,PERI20,1,2021-05-20 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,> 38.0 cm,1
Pea Ridge,PERI20,1,2021-05-20 00:00:00.000,SAAL5,Lauraceae,sassafras,Sassafras albidum,< 1.0 cm,2
Pea Ridge,PERI20,1,2021-05-20 00:00:00.000,SAAL5,Lauraceae,sassafras,Sassafras albidum,1.1 - 2.5 cm,1
Pea Ridge,PERI20,1,2021-05-20 00:00:00.000,SNAG,Snag,snag,Snag,< 1.0 cm,1
Pea Ridge,PERI22,1,2008-05-14 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,2.6 - 8.0 cm,1
Pea Ridge,PERI22,1,2008-05-14 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,2.6 - 8.0 cm,1
Pea Ridge,PERI22,1,2008-05-14 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,15.1 - 23.0 cm,1
Pea Ridge,PERI22,1,2008-05-14 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,> 38.0 cm,1
Pea Ridge,PERI22,1,2008-05-14 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,2.6 - 8.0 cm,4
Pea Ridge,PERI22,1,2008-05-14 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,2
Pea Ridge,PERI22,1,2008-05-14 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,3
Pea Ridge,PERI22,1,2012-05-18 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,1.1 - 2.5 cm,1
Pea Ridge,PERI22,1,2012-05-18 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,2.6 - 8.0 cm,3
Pea Ridge,PERI22,1,2012-05-18 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,8.1 - 15.0 cm,1
Pea Ridge,PERI22,1,2012-05-18 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,8.1 - 15.0 cm,1
Pea Ridge,PERI22,1,2012-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,15.1 - 23.0 cm,1
Pea Ridge,PERI22,1,2012-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,23.1 - 38.0 cm,1
Pea Ridge,PERI22,1,2012-05-18 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,2.6 - 8.0 cm,1
Pea Ridge,PERI22,1,2012-05-18 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,15.1 - 23.0 cm,1
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,CATE9,Juglandaceae,black hickory,Carya texana,8.1 - 15.0 cm,1
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,CATE9,Juglandaceae,black hickory,Carya texana,15.1 - 23.0 cm,1
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,CATE9,Juglandaceae,black hickory,Carya texana,23.1 - 38.0 cm,1
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,2.6 - 8.0 cm,1
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,1.1 - 2.5 cm,1
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,2.6 - 8.0 cm,1
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,15.1 - 23.0 cm,1
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,23.1 - 38.0 cm,2
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,2.6 - 8.0 cm,2
Pea Ridge,PERI22,1,2016-05-21 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Pea Ridge,PERI22,1,2021-05-17 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,8.1 - 15.0 cm,1
Pea Ridge,PERI22,1,2021-05-17 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,15.1 - 23.0 cm,1
Pea Ridge,PERI22,1,2021-05-17 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,2.6 - 8.0 cm,2
Pea Ridge,PERI22,1,2021-05-17 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,8.1 - 15.0 cm,1
Pea Ridge,PERI22,1,2021-05-17 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,23.1 - 38.0 cm,1
Pea Ridge,PERI22,1,2021-05-17 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Pea Ridge,PERI23,1,2008-05-14 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,2.6 - 8.0 cm,3
Pea Ridge,PERI23,1,2008-05-14 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,8.1 - 15.0 cm,1
Pea Ridge,PERI23,1,2008-05-14 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,8.1 - 15.0 cm,1
Pea Ridge,PERI23,1,2008-05-14 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,23.1 - 38.0 cm,1
Pea Ridge,PERI23,1,2008-05-14 00:00:00.000,QUMA3,Fagaceae,blackjack oak,Quercus marilandica,15.1 - 23.0 cm,1
Pea Ridge,PERI23,1,2008-05-14 00:00:00.000,QUMA3,Fagaceae,blackjack oak,Quercus marilandica,> 38.0 cm,1
Pea Ridge,PERI23,1,2008-05-14 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Pea Ridge,PERI23,1,2008-05-14 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,3
Pea Ridge,PERI23,1,2008-05-14 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,1
Pea Ridge,PERI23,1,2012-05-18 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,1
Pea Ridge,PERI23,1,2012-05-18 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,8.1 - 15.0 cm,1
Pea Ridge,PERI23,1,2012-05-18 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,15.1 - 23.0 cm,1
